task_id,subject,solver,role,condition,replay,absolute_innovations,standardized_innovations
v3_assessment__S4_synthetic__synthetic__process__q_high__3__O0__20__oracle,synthetic__process__q_high__3,O0,oracle,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.01979641242697344, 0.0088913035905787], ""gap_nrmse_training_sd"": [0.0, 0.23815928515648307, 0.296641737635192], ""nfev"": 19298, ""method"": ""DOP853""}","[0.019664354818247094, 0.0010805877732254102, 0.00039844799971983715, 0.0022645716083162914, 0.0023097300664798375, 0.0014346495273331384]","[0.49160887045617735, 0.10805877732254102, 0.0664079999533062, 0.5661429020790728, 0.5774325166199594, 0.3586623818332846]"
v3_selected__S4_synthetic__synthetic__process__q_high__3__0__O0__20,synthetic__process__q_high__3,O0,selected,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.01979641242697344, 0.0088913035905787], ""gap_nrmse_training_sd"": [0.0, 0.23815928515648307, 0.296641737635192], ""nfev"": 19298, ""method"": ""DOP853""}","[0.019664354818247094, 0.0010805877732254102, 0.00039844799971983715, 0.0022645716083162914, 0.0023097300664798375, 0.0014346495273331384]","[0.49160887045617735, 0.10805877732254102, 0.0664079999533062, 0.5661429020790728, 0.5774325166199594, 0.3586623818332846]"
v3_assessment__S4_synthetic__synthetic__process__q_high__3__O2__0__oracle,synthetic__process__q_high__3,O2,oracle,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.010773443996171488, 0.0028727304013931158], ""gap_nrmse_training_sd"": [0.0, 0.12960912641452155, 0.09584328432218474], ""nfev"": 17990, ""method"": ""DOP853""}","[0.01929488626265794, 0.0010575434094170664, 0.0005159407366568407, 0.0004351893248616728, 0.00110495525327534, 0.0004228698008566516]","[0.4823721565664485, 0.10575434094170665, 0.08599012277614011, 0.10879733121541821, 0.276238813318835, 0.1057174502141629]"
v3_selected__S4_synthetic__synthetic__process__q_high__3__0__O2__0,synthetic__process__q_high__3,O2,selected,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.010773443996171488, 0.0028727304013931158], ""gap_nrmse_training_sd"": [0.0, 0.12960912641452155, 0.09584328432218474], ""nfev"": 17990, ""method"": ""DOP853""}","[0.01929488626265794, 0.0010575434094170664, 0.0005159407366568407, 0.0004351893248616728, 0.00110495525327534, 0.0004228698008566516]","[0.4823721565664485, 0.10575434094170665, 0.08599012277614011, 0.10879733121541821, 0.276238813318835, 0.1057174502141629]"
v3_assessment__S4_synthetic__synthetic__process__q_high__3__O2__4__oracle,synthetic__process__q_high__3,O2,oracle,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004598481136466327, 0.003170565873611755], ""gap_nrmse_training_sd"": [0.0, 0.05532168943773752, 0.10578000857282803], ""nfev"": 19394, ""method"": ""DOP853""}","[0.01575578376914336, 0.000960212501676926, 0.0005209038583404129, 0.0007448025593509974, 0.0012118367257253524, 0.0007190997258065615]","[0.39389459422858397, 0.0960212501676926, 0.08681730972340215, 0.18620063983774934, 0.3029591814313381, 0.17977493145164036]"
v3_selected__S4_synthetic__synthetic__process__q_high__3__0__O2__4,synthetic__process__q_high__3,O2,selected,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004598481136466327, 0.003170565873611755], ""gap_nrmse_training_sd"": [0.0, 0.05532168943773752, 0.10578000857282803], ""nfev"": 19394, ""method"": ""DOP853""}","[0.01575578376914336, 0.000960212501676926, 0.0005209038583404129, 0.0007448025593509974, 0.0012118367257253524, 0.0007190997258065615]","[0.39389459422858397, 0.0960212501676926, 0.08681730972340215, 0.18620063983774934, 0.3029591814313381, 0.17977493145164036]"
v3_assessment__S4_synthetic__synthetic__process__q_high__3__O2__8__oracle,synthetic__process__q_high__3,O2,oracle,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007214015467592407, 0.002523450493972197], ""gap_nrmse_training_sd"": [0.0, 0.0867876830313283, 0.08419021257596887], ""nfev"": 19178, ""method"": ""DOP853""}","[0.020544923841664488, 0.001057456154882139, 0.00044771449481439176, 0.0005365066064974362, 0.0010424526154300263, 0.0005751904436525547]","[0.5136230960416122, 0.1057456154882139, 0.07461908246906529, 0.13412665162435905, 0.26061315385750655, 0.1437976109131387]"
v3_selected__S4_synthetic__synthetic__process__q_high__3__0__O2__8,synthetic__process__q_high__3,O2,selected,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007214015467592407, 0.002523450493972197], ""gap_nrmse_training_sd"": [0.0, 0.0867876830313283, 0.08419021257596887], ""nfev"": 19178, ""method"": ""DOP853""}","[0.020544923841664488, 0.001057456154882139, 0.00044771449481439176, 0.0005365066064974362, 0.0010424526154300263, 0.0005751904436525547]","[0.5136230960416122, 0.1057456154882139, 0.07461908246906529, 0.13412665162435905, 0.26061315385750655, 0.1437976109131387]"
v3_assessment__S4_synthetic__synthetic__process__q_high__3__O2__12__oracle,synthetic__process__q_high__3,O2,oracle,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011291191111345411, 0.002619702861138594], ""gap_nrmse_training_sd"": [0.0, 0.13583784504202615, 0.08740149303185106], ""nfev"": 17954, ""method"": ""DOP853""}","[0.02097961348228865, 0.0012388363449555083, 0.0005867961353833918, 0.00048088074390584495, 0.0011679734095404628, 0.0004920892052264403]","[0.5244903370572163, 0.12388363449555083, 0.09779935589723196, 0.12022018597646124, 0.2919933523851157, 0.12302230130661006]"
v3_selected__S4_synthetic__synthetic__process__q_high__3__0__O2__12,synthetic__process__q_high__3,O2,selected,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.011291191111345411, 0.002619702861138594], ""gap_nrmse_training_sd"": [0.0, 0.13583784504202615, 0.08740149303185106], ""nfev"": 17954, ""method"": ""DOP853""}","[0.02097961348228865, 0.0012388363449555083, 0.0005867961353833918, 0.00048088074390584495, 0.0011679734095404628, 0.0004920892052264403]","[0.5244903370572163, 0.12388363449555083, 0.09779935589723196, 0.12022018597646124, 0.2919933523851157, 0.12302230130661006]"
v3_assessment__S4_synthetic__synthetic__process__q_high__3__O2__16__oracle,synthetic__process__q_high__3,O2,oracle,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004670579969556988, 0.0016218631799326466], ""gap_nrmse_training_sd"": [0.0, 0.05618906915175541, 0.05411043577586857], ""nfev"": 17426, ""method"": ""DOP853""}","[0.019591022823226625, 0.0010399628518809494, 0.0004896071986155686, 0.0005247205484438262, 0.000959370898364997, 0.000622313041213953]","[0.4897755705806656, 0.10399628518809494, 0.08160119976926143, 0.13118013711095655, 0.23984272459124922, 0.15557826030348826]"
v3_selected__S4_synthetic__synthetic__process__q_high__3__0__O2__16,synthetic__process__q_high__3,O2,selected,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.004670579969556988, 0.0016218631799326466], ""gap_nrmse_training_sd"": [0.0, 0.05618906915175541, 0.05411043577586857], ""nfev"": 17426, ""method"": ""DOP853""}","[0.019591022823226625, 0.0010399628518809494, 0.0004896071986155686, 0.0005247205484438262, 0.000959370898364997, 0.000622313041213953]","[0.4897755705806656, 0.10399628518809494, 0.08160119976926143, 0.13118013711095655, 0.23984272459124922, 0.15557826030348826]"
v3_assessment__S4_synthetic__synthetic__process__q_high__3__O2__20__oracle,synthetic__process__q_high__3,O2,oracle,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006504488060401115, 0.0024129064193108445], ""gap_nrmse_training_sd"": [0.0, 0.07825176569181239, 0.08050211599274516], ""nfev"": 18062, ""method"": ""DOP853""}","[0.01984922850958617, 0.0010251716342925957, 0.0006312558023908508, 0.0007586495847709672, 0.0014027703049732942, 0.0005805988140609968]","[0.4962307127396542, 0.10251716342925957, 0.10520930039847512, 0.1896623961927418, 0.35069257624332356, 0.1451497035152492]"
v3_selected__S4_synthetic__synthetic__process__q_high__3__0__O2__20,synthetic__process__q_high__3,O2,selected,"{""id"": ""q_high"", ""law"": ""nonlinear_gaussian"", ""sigma_h"": 2.0}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006504488060401115, 0.0024129064193108445], ""gap_nrmse_training_sd"": [0.0, 0.07825176569181239, 0.08050211599274516], ""nfev"": 18062, ""method"": ""DOP853""}","[0.01984922850958617, 0.0010251716342925957, 0.0006312558023908508, 0.0007586495847709672, 0.0014027703049732942, 0.0005805988140609968]","[0.4962307127396542, 0.10251716342925957, 0.10520930039847512, 0.1896623961927418, 0.35069257624332356, 0.1451497035152492]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__0__oracle,synthetic__process__student_t__0,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.014660007629781063, 0.003478948852610755], ""gap_nrmse_training_sd"": [0.0, 0.15204562384486195, 0.09913830526765788], ""nfev"": 19082, ""method"": ""DOP853""}","[0.017124513242708105, 0.0013327867413124221, 0.0020863728588987576, 0.0005988421370343777, 0.00048755672337435287, 0.000428972771476606]","[0.4281128310677026, 0.2665573482624844, 0.6954576196329192, 0.29942106851718886, 0.24377836168717643, 0.214486385738303]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__0,synthetic__process__student_t__0,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.014660007629781063, 0.003478948852610755], ""gap_nrmse_training_sd"": [0.0, 0.15204562384486195, 0.09913830526765788], ""nfev"": 19082, ""method"": ""DOP853""}","[0.017124513242708105, 0.0013327867413124221, 0.0020863728588987576, 0.0005988421370343777, 0.00048755672337435287, 0.000428972771476606]","[0.4281128310677026, 0.2665573482624844, 0.6954576196329192, 0.29942106851718886, 0.24377836168717643, 0.214486385738303]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__4__oracle,synthetic__process__student_t__0,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008020540222733673, 0.003378587225238556], ""gap_nrmse_training_sd"": [0.0, 0.08318467988113602, 0.09627833748051513], ""nfev"": 18182, ""method"": ""DOP853""}","[0.016036397302016843, 0.0008332001235780572, 0.0021083504537372255, 0.0004717641836442001, 0.0003092416055113574, 0.0006220986440203851]","[0.40090993255042107, 0.16664002471561143, 0.7027834845790751, 0.23588209182210004, 0.1546208027556787, 0.31104932201019253]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__4,synthetic__process__student_t__0,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008020540222733673, 0.003378587225238556], ""gap_nrmse_training_sd"": [0.0, 0.08318467988113602, 0.09627833748051513], ""nfev"": 18182, ""method"": ""DOP853""}","[0.016036397302016843, 0.0008332001235780572, 0.0021083504537372255, 0.0004717641836442001, 0.0003092416055113574, 0.0006220986440203851]","[0.40090993255042107, 0.16664002471561143, 0.7027834845790751, 0.23588209182210004, 0.1546208027556787, 0.31104932201019253]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__8__oracle,synthetic__process__student_t__0,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0055039324201557925, 0.0017773169851599126], ""gap_nrmse_training_sd"": [0.0, 0.05708379282985721, 0.050647537890632824], ""nfev"": 19130, ""method"": ""DOP853""}","[0.015423866839370234, 0.0003111904160723355, 0.00017129808532107696, 0.0004441422280808946, 0.0004113347573686311, 0.0003466497508630134]","[0.3855966709842559, 0.062238083214467096, 0.05709936177369232, 0.22207111404044727, 0.20566737868431553, 0.1733248754315067]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__8,synthetic__process__student_t__0,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0055039324201557925, 0.0017773169851599126], ""gap_nrmse_training_sd"": [0.0, 0.05708379282985721, 0.050647537890632824], ""nfev"": 19130, ""method"": ""DOP853""}","[0.015423866839370234, 0.0003111904160723355, 0.00017129808532107696, 0.0004441422280808946, 0.0004113347573686311, 0.0003466497508630134]","[0.3855966709842559, 0.062238083214467096, 0.05709936177369232, 0.22207111404044727, 0.20566737868431553, 0.1733248754315067]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__12__oracle,synthetic__process__student_t__0,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.013438709108118375, 0.0026869544256687863], ""gap_nrmse_training_sd"": [0.0, 0.13937897998515583, 0.07656913607463164], ""nfev"": 18758, ""method"": ""DOP853""}","[0.017579585868840928, 0.001087682593822078, 0.0014308554947904137, 0.0008152796935920518, 0.0007747868509312449, 0.0004738901937897916]","[0.4394896467210232, 0.2175365187644156, 0.47695183159680454, 0.4076398467960259, 0.38739342546562244, 0.2369450968948958]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__12,synthetic__process__student_t__0,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.013438709108118375, 0.0026869544256687863], ""gap_nrmse_training_sd"": [0.0, 0.13937897998515583, 0.07656913607463164], ""nfev"": 18758, ""method"": ""DOP853""}","[0.017579585868840928, 0.001087682593822078, 0.0014308554947904137, 0.0008152796935920518, 0.0007747868509312449, 0.0004738901937897916]","[0.4394896467210232, 0.2175365187644156, 0.47695183159680454, 0.4076398467960259, 0.38739342546562244, 0.2369450968948958]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__16__oracle,synthetic__process__student_t__0,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.016009097735817678, 0.008722422215218848], ""gap_nrmse_training_sd"": [0.0, 0.16603765249691876, 0.24855960604216376], ""nfev"": 18302, ""method"": ""DOP853""}","[0.018202556887545226, 0.0011105263604945076, 0.0028519908440017335, 0.0004500009665019952, 0.0007648684337397369, 0.00030058496456905533]","[0.4550639221886307, 0.22210527209890152, 0.9506636146672445, 0.22500048325099758, 0.38243421686986845, 0.15029248228452766]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__16,synthetic__process__student_t__0,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.016009097735817678, 0.008722422215218848], ""gap_nrmse_training_sd"": [0.0, 0.16603765249691876, 0.24855960604216376], ""nfev"": 18302, ""method"": ""DOP853""}","[0.018202556887545226, 0.0011105263604945076, 0.0028519908440017335, 0.0004500009665019952, 0.0007648684337397369, 0.00030058496456905533]","[0.4550639221886307, 0.22210527209890152, 0.9506636146672445, 0.22500048325099758, 0.38243421686986845, 0.15029248228452766]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O0__20__oracle,synthetic__process__student_t__0,O0,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007050025986196752, 0.0037826587430533787], ""gap_nrmse_training_sd"": [0.0, 0.07311903419587659, 0.10779301251031034], ""nfev"": 18686, ""method"": ""DOP853""}","[0.016897426569770016, 0.000790654145108503, 0.0013540402965554416, 0.0006257917846599782, 0.0004245796038350463, 0.000671112673796779]","[0.4224356642442504, 0.15813082902170061, 0.4513467655184805, 0.3128958923299891, 0.21228980191752317, 0.3355563368983895]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O0__20,synthetic__process__student_t__0,O0,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""posterior_mean"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007050025986196752, 0.0037826587430533787], ""gap_nrmse_training_sd"": [0.0, 0.07311903419587659, 0.10779301251031034], ""nfev"": 18686, ""method"": ""DOP853""}","[0.016897426569770016, 0.000790654145108503, 0.0013540402965554416, 0.0006257917846599782, 0.0004245796038350463, 0.000671112673796779]","[0.4224356642442504, 0.15813082902170061, 0.4513467655184805, 0.3128958923299891, 0.21228980191752317, 0.3355563368983895]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__0__oracle,synthetic__process__student_t__0,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008045324586632438, 0.002004016365598149], ""gap_nrmse_training_sd"": [0.0, 0.08344172982038234, 0.05710770541077583], ""nfev"": 18602, ""method"": ""DOP853""}","[0.020066047414744007, 0.0005057451647453966, 0.0001858338668163521, 0.0001985785207896854, 0.00036826413507929333, 0.00020787398514177403]","[0.5016511853686002, 0.10114903294907933, 0.06194462227211736, 0.09928926039484269, 0.18413206753964667, 0.10393699257088701]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__0,synthetic__process__student_t__0,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.014061761244400357, 0.0038612444072825157], ""gap_nrmse_training_sd"": [0.0, 0.14584093779180962, 0.11003243881408116], ""nfev"": 18470, ""method"": ""DOP853""}","[0.01954247798621961, 0.0016131744346656236, 0.0005806868591719347, 0.0005195349237982197, 0.0011122306819252332, 0.0007215694982025061]","[0.4885619496554902, 0.16131744346656235, 0.09678114319532245, 0.1298837309495549, 0.2780576704813083, 0.1803923745506265]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__4__oracle,synthetic__process__student_t__0,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.006385936444323131, 0.001717782595363586], ""gap_nrmse_training_sd"": [0.0, 0.0662314587434666, 0.04895100863435395], ""nfev"": 18038, ""method"": ""DOP853""}","[0.016600354159029534, 0.00033979276789588105, 0.00017287614254985986, 0.00022372088701174618, 0.0004367978961719592, 0.0002095712105721105]","[0.41500885397573833, 0.06795855357917621, 0.057625380849953285, 0.11186044350587308, 0.2183989480859796, 0.10478560528605525]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__4,synthetic__process__student_t__0,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.007050263475935887, 0.0018547892533957607], ""gap_nrmse_training_sd"": [0.0, 0.07312149731025248, 0.05285523616489162], ""nfev"": 18470, ""method"": ""DOP853""}","[0.016146439940424407, 0.0009875506368376536, 0.0005175875880028101, 0.0005795550452157902, 0.001340740348937882, 0.000692395370247691]","[0.40366099851061016, 0.09875506368376535, 0.08626459800046835, 0.14488876130394757, 0.3351850872344705, 0.17309884256192273]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__8__oracle,synthetic__process__student_t__0,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.003882624045464202, 0.0016307512979011388], ""gap_nrmse_training_sd"": [0.0, 0.04026846438663705, 0.04647091027671426], ""nfev"": 18134, ""method"": ""DOP853""}","[0.01568568421167898, 0.0003642431675974685, 0.00016126759642237163, 0.0002016914540062468, 0.00034743112423180994, 0.00019819926863005077]","[0.3921421052919745, 0.0728486335194937, 0.05375586547412387, 0.1008457270031234, 0.17371556211590497, 0.09909963431502539]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__8,synthetic__process__student_t__0,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0064732666984663135, 0.0030147485286803107], ""gap_nrmse_training_sd"": [0.0, 0.06713720063030958, 0.08591016212188367], ""nfev"": 18938, ""method"": ""DOP853""}","[0.015620820371899711, 0.0011067728978481374, 0.000467391594759498, 0.0004605647138899672, 0.0010076627312566087, 0.0006065617175795042]","[0.39052050929749277, 0.11067728978481374, 0.07789859912658299, 0.1151411784724918, 0.25191568281415216, 0.15164042939487604]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__12__oracle,synthetic__process__student_t__0,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.00674818556953989, 0.0019395249892905006], ""gap_nrmse_training_sd"": [0.0, 0.06998850960058543, 0.055269918762455024], ""nfev"": 18050, ""method"": ""DOP853""}","[0.01777622200594971, 0.00031185412658004194, 0.00019787631858990867, 0.0002313398963283152, 0.0004439648074744003, 0.00017590440593445592]","[0.4444055501487428, 0.062370825316008384, 0.06595877286330289, 0.1156699481641576, 0.22198240373720016, 0.08795220296722796]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__12,synthetic__process__student_t__0,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.008134201192155813, 0.0020532968192138335], ""gap_nrmse_training_sd"": [0.0, 0.08436350962249947, 0.05851203207991155], ""nfev"": 17306, ""method"": ""DOP853""}","[0.017098726916006807, 0.0008769801249613397, 0.0005517004567408973, 0.0006179465672373528, 0.001317424935599637, 0.0005896517531370574]","[0.42746817290017014, 0.08769801249613397, 0.09195007612348288, 0.1544866418093382, 0.32935623389990926, 0.14741293828426436]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__16__oracle,synthetic__process__student_t__0,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005850736155869236, 0.0015515012180257175], ""gap_nrmse_training_sd"": [0.0, 0.06068065250959987, 0.044212550368582876], ""nfev"": 14666, ""method"": ""DOP853""}","[0.01905778295819159, 0.00037848600606666126, 0.00018142718911615298, 0.00018393247731882069, 0.00035051425178205594, 0.00018602358996224665]","[0.4764445739547898, 0.07569720121333225, 0.060475729705384326, 0.09196623865941034, 0.17525712589102796, 0.09301179498112332]"
v3_selected__S4_synthetic__synthetic__process__student_t__0__0__O2__16,synthetic__process__student_t__0,O2,selected,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.005895056253429777, 0.001138039255690335], ""gap_nrmse_training_sd"": [0.0, 0.061140316450617765, 0.032430279350769725], ""nfev"": 17378, ""method"": ""DOP853""}","[0.01814445782111083, 0.0011128014266101286, 0.0005265565275157423, 0.00048254207741848024, 0.0010736864297142912, 0.0006364244867707886]","[0.4536114455277708, 0.11128014266101285, 0.08775942125262372, 0.12063551935462005, 0.2684216074285728, 0.15910612169269717]"
v3_assessment__S4_synthetic__synthetic__process__student_t__0__O2__20__oracle,synthetic__process__student_t__0,O2,oracle,"{""id"": ""student_t"", ""law"": ""nonlinear_student_t""}","{""status"": ""completed"", ""path_kind"": ""MAP"", ""initial_state"": ""same fitted initial five-state vector"", ""gap_rmse_coordinate"": [0.0, 0.0062040512626168704, 0.002139509909805378], ""gap_nrmse_training_sd"": [0.0, 0.06434504458741357, 0.06096881430213903], ""nfev"": 12278, ""method"": ""DOP853""}","[0.016498821000513215, 0.0003627859291889916, 0.0001514672357219447, 0.00018080794293333642, 0.0003425646668108787, 0.00021240521285808276]","[0.4124705250128304, 0.07255718583779833, 0.05048907857398156, 0.0904039714666682, 0.17128233340543936, 0.10620260642904138]"
